Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
Tephrosia rosea Benth. var. rosea,,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tephrosia rosea var. clementii Domin,,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tephrosia sp. B Kimberley Flora (C.A. Gardner 7300),,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tephrosia sp. Bungaroo Creek (M.E. Trudgen 11601),,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tephrosia spechtii Pedley,,Plantae,,Magnoliopsida,Fabales,Fabaceae Lindl.,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tephrosia supina Domin,,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tephrosia virens Pedley,,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Terminalia canescens (DC.) T.Durand,,Plantae,,Magnoliopsida,Myrtales,Combretaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Terminalia circumalata F.Muell.,,Plantae,,Magnoliopsida,Myrtales,Combretaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Terminalia supranitifolia Byrnes,P3,Plantae,,Magnoliopsida,Myrtales,Combretaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Termitoidae,,Animalia,Arthropoda,Insecta,Blattodea,,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Tesserodon novaehollandiae (Fabricius, 1775)",,Animalia,,,,,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Themeda triandra Forssk.,,Plantae,,Liliopsida,Poales,Poaceae Barnhart,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Thorictosoma Lea, 1919",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Threskiornis spinicollis (Jameson, 1835)",,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Tiliqua multifasciata Sternfeld, 1919",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Todiramphus pyrrhopygius (Gould, 1840)",,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Todiramphus sanctus (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trachymene oleracea (Domin) B.L.Burtt,,Plantae,,Magnoliopsida,Apiales,Araliaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trachymene oleracea (Domin) B.L.Burtt subsp. oleracea,,Plantae,,Magnoliopsida,Apiales,Araliaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trianthema cusackianum F.Muell.,,Plantae,,Magnoliopsida,Caryophyllales,Aizoaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trianthema oxycalyptrum F.Muell. var. oxycalyptrum,,Plantae,,Magnoliopsida,Caryophyllales,Aizoaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trianthema portulacastrum L.,,Plantae,,Magnoliopsida,Caryophyllales,Aizoaceae,alien,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trianthema triquetrum Willd.,,Plantae,,Magnoliopsida,Caryophyllales,Aizoaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tribulus hirsutus Benth.,,Plantae,,Magnoliopsida,Zygophyllales,Zygophyllaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tribulus platypterus Benth.,,Plantae,,Magnoliopsida,Zygophyllales,Zygophyllaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Trichocarenum cylindricum Sloane, 1897",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trichodesma zeylanicum (Burm.f.) R.Br.,,Plantae,,Magnoliopsida,Euasterids I,Boraginaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trichodesma zeylanicum var. grandiflorum Randell,,Plantae,,Magnoliopsida,Euasterids I,Boraginaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Trigastrotheca molluginea F.Muell.,,Plantae,,Magnoliopsida,Caryophyllales,Molluginaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia angusta N.T.Burb.,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia basedowii E.Pritz.,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia chichesterensis B.M.Anderson,P3,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia epactia S.W.L.Jacobs,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia lanigera Domin,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia longiceps J.M.Black,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia schinzii (Henrard) Lazarides,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia secunda N.T.Burb.,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia vanleeuwenii B.M.Anderson & M.D.Barrett,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triodia wiseana C.A.Gardner,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.,,Plantae,,Liliopsida,Poales,Poaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triumfetta clementii (Domin) Rye,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triumfetta deserticola Halford,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triumfetta johnstonii F.Muell.,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triumfetta maconochieana Halford,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triumfetta propinqua Halford,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Triumfetta ramosa Sprague & Hutch.,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Tumulitermes hastilis (Froggatt, 1898)",,Animalia,,,,,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Turnix velox (Gould, 1841)",,Animalia,Chordata,Aves,Charadriiformes,Turnicidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Tympanocryptis cephalus Günther, 1867",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Typha domingensis Pers.,,Plantae,,Liliopsida,Poales,Typhaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Tyrannochthonius aridus Edward & Harvey, 2008",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chthoniidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Uperoleia glandulosa Davies, Mahony & Roberts, 1985",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Uperoleia russelli (Loveridge, 1933)",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Uperoleia saxatilis Catullo, Doughty, Roberts & Keogh, 2011",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Urodacus Peters, 1861",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Urodacus hoplurus Pocock, 1898",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Varanus,,Animalia,Chordata,Reptilia,Squamata,Varanidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus acanthurus Boulenger, 1885",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus brevicauda Boulenger, 1898",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus eremius Lucas & Frost, 1895",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus giganteus (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus gouldii (Gray, 1838)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus panoptes Storr, 1980",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus pilbarensis Storr, 1980",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Varanus tristis (Schlegel, 1839)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Vermicella snelli Storr, 1969",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Vespadelus finlaysoni (Kitchener, Jones & Caputi, 1987)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Vigna lanceolata Benth. var. lanceolata,,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Vigna triodiophila A.E.Holland & R.Butcher,P3,Plantae,,Magnoliopsida,Fabales,Fabaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Vincetoxicum carnosum (R.Br.) Benth.,,Plantae,,Magnoliopsida,Gentianales,Apocynaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Vulpes vulpes Linnaeus, 1758",,Animalia,Chordata,Mammalia,Carnivora,Canidae,alien,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Wahlenbergia tumidifructa P.J.Sm.,,Plantae,,Magnoliopsida,Asterales,Campanulaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Waltheria indica L.,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
Waltheria virgata Ewart & Cookson,,Plantae,,Magnoliopsida,Malvales,Malvaceae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Wydundra barrow Platnick & Baehr, 2006",,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Wydundra kennedy Platnick & Baehr, 2006",,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Xestaspis Simon, 1884",,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
"Zyzomys argurus (Thomas, 1889)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[118.6764, -21.1746]] 20.0 km.",
